_id,ltable_id,rtable_id
0,539,0
1,326,3
2,613,3
3,114,7
4,273,8
5,961,9
6,114,10
7,157,13
8,204,13
9,208,13
10,157,14
11,208,14
12,662,15
13,512,16
14,531,16
15,544,16
16,632,16
17,135,16
18,662,16
19,198,16
20,753,16
21,251,16
22,645,16
23,393,16
24,431,16
25,248,16
26,1063,17
27,209,17
28,231,17
29,242,17
30,662,18
31,287,19
32,973,20
33,975,20
34,478,20
35,157,21
36,208,21
37,106,22
38,133,22
39,231,22
40,1130,23
41,642,23
42,661,23
43,1262,23
44,6,25
45,592,25
46,1130,25
47,661,25
48,157,25
49,250,25
50,1282,25
51,333,25
52,452,25
53,478,26
54,157,28
55,208,28
56,157,29
57,211,29
58,492,29
59,157,31
60,1221,31
61,157,32
62,157,33
63,1215,33
64,501,33
65,538,34
66,542,34
67,591,34
68,157,34
69,860,34
70,799,35
71,204,35
72,531,36
73,584,36
74,604,36
75,93,36
76,106,36
77,135,36
78,662,36
79,218,36
80,248,36
81,251,36
82,1292,36
83,271,36
84,937,36
85,431,36
86,443,36
87,496,36
88,502,36
89,1100,37
90,157,37
91,208,37
92,799,37
93,107,38
94,662,38
95,231,38
96,157,41
97,208,41
98,1061,41
99,799,41
100,137,42
101,165,42
102,213,42
103,231,42
104,247,42
105,224,42
106,393,42
107,1044,43
108,581,43
109,157,43
110,208,43
111,788,43
112,393,43
113,205,44
114,157,45
115,799,45
116,493,45
117,106,46
118,133,46
119,231,46
120,614,47
121,135,47
122,662,47
123,157,47
124,1215,47
125,251,47
126,816,47
127,393,47
128,144,48
129,206,48
130,118,49
131,157,49
132,184,49
133,207,49
134,157,50
135,208,50
136,223,52
137,246,52
138,263,52
139,439,52
140,521,53
141,12,53
142,157,53
143,204,53
144,147,54
145,231,54
146,551,57
147,144,57
148,201,57
149,248,58
150,443,58
151,970,59
152,838,59
153,202,59
154,973,59
155,975,59
156,92,59
157,203,60
158,208,60
159,799,60
160,157,60
161,157,61
162,204,61
163,208,61
164,1130,62
165,661,62
166,662,63
167,157,63
168,197,63
169,157,64
170,198,64
171,208,64
172,249,64
173,799,64
174,135,65
